userid, newsid
1991695,100649791
1991695,100648778
1992520,100657423
1992520,100656910
1993175,100648778
1993175,100647737
1995359,100652367
1995359,100652447
199788,100657423
199788,100658513
199804,100652367
199804,100652447
19993,100651048
19993,100651198
2000416,100657423
2000416,100656910
200168,100655704
200168,100656910
2002842,100655704
2002842,100657423
2003429,100646808
2003429,100647737
2003861,100649791
2003861,100649739
200404,100655704
200404,100656910
2005095,100649791
2005095,100649739
2006418,100650872
2006418,100650718
2008119,100650872
2008119,100650718
2008724,100652367
2008724,100652447
2008998,100649791
2008998,100649739
200931,100655704
200931,100657423
201278,100657878
201278,100658513
2013521,100648778
2013521,100647737
2014595,100652367
2014595,100651048
2015428,100650872
2015428,100650718
2018109,100650872
2018109,100650718
2019081,100652447
2019081,100652727
201940,100646808
201940,100645330
2019592,100652447
2019592,100652727
201983,100657878
201983,100658513
2020251,100648778
2020251,100647737
202078,100646808
202078,100647737
2021594,100648778
2021594,100647737
2022011,100652367
2022011,100652447
202264,100655208
202264,100655704
2023737,100648778
2023737,100649085
2024859,100646808
2024859,100647737
2026699,100646808
2026699,100647737
2027448,100650872
2027448,100650718
2028280,100654615
2028280,100654294
2031795,100652367
2031795,100651048
2033870,100650872
2033870,100650718
2034988,100650872
2034988,100650718
2037788,100657423
2037788,100658513
2039293,100652367
2039293,100652447
2040712,100650872
2040712,100650718
2043,100657423
2043,100656910
2044062,100655208
2044062,100655704
204469,100652727
204469,100654615
2044858,100652367
2044858,100652447
2045073,100652367
2045073,100652447
2046760,100646808
2046760,100647737
2046963,100652367
2046963,100652447
2047211,100652367
2047211,100652447
204763,100657878
204763,100658513
2048110,100657423
2048110,100656910
2052613,100655704
2052613,100657423
2054046,100652367
2054046,100652447
2055063,100657878
2055063,100658513
2057877,100657423
2057877,100656910
2060737,100655208
2060737,100654615
2061695,100646808
2061695,100647737
2064896,100648778
2064896,100647737
2065595,100650872
2065595,100650718
2067864,100650872
2067864,100650718
2067880,100657423
2067880,100656910
2070647,100649791
2070647,100649739
207098,100655704
207098,100656910
207273,100650872
207273,100650718
2073085,100657423
2073085,100656910
2074358,100655704
2074358,100657423
2074911,100650872
2074911,100650718
2076130,100655704
2076130,100656910
2077567,100649791
2077567,100649739
2079475,100649791
2079475,100649739
2079794,100650872
2079794,100650718
2082689,100649791
2082689,100649739
2082759,100650872
2082759,100650718
2084399,100648778
2084399,100647737
2085935,100648778
2085935,100647737
2087285,100652447
2087285,100652727
208743,100655208
208743,100655704
2089083,100648778
2089083,100647737
2091297,100652367
2091297,100652447
2094038,100649791
2094038,100648778
2094693,100649791
2094693,100649739
2094878,100655704
2094878,100656910
2095194,100655208
2095194,100654615
2095412,100646808
2095412,100647737
2096064,100649791
2096064,100649739
20994,100645330
20994,100645816
2100824,100650872
2100824,100651048
210119,100657878
210119,100658513
2102376,100649791
2102376,100649739
2102606,100648778
2102606,100647737
2105474,100652367
2105474,100652447
2106775,100652367
2106775,100652447
2106971,100657878
2106971,100659144
21070,100657423
21070,100657878
2107636,100654615
2107636,100654294
2108287,100646808
2108287,100647737
2109140,100649791
2109140,100649739
2110573,100655208
2110573,100654615
2110843,100655208
2110843,100655704
2110912,100655704
2110912,100656910
21110,100649791
21110,100648778
2111262,100652367
2111262,100652447
2114287,100649791
2114287,100649739
2114373,100649791
2114373,100649739
211712,100650872
211712,100651048
2119725,100655704
2119725,100657423
212134,100657878
212134,100658513
212280,100646808
212280,100647737
2124298,100655208
2124298,100655704
2124613,100657423
2124613,100656910
21247,100654615
21247,100654294
2127253,100655208
2127253,100654615
212860,100649791
212860,100648778
2129755,100649791
2129755,100649739
213068,100655208
213068,100655704
2130876,100655208
2130876,100654615
2131074,100650872
2131074,100650718
2133018,100657423
2133018,100658513
2133591,100652727
2133591,100654615
2134615,100648778
2134615,100647737
2136638,100657878
2136638,100658513
2136982,100650872
2136982,100650718
2137266,100646808
2137266,100647737
2138628,100648778
2138628,100649739
2139235,100657878
2139235,100658513
2140372,100655208
2140372,100654615
2142218,100652367
2142218,100652447
2143757,100648778
2143757,100647737
2145561,100649791
2145561,100648778
2146461,100649791
2146461,100649739
2148391,100657423
2148391,100656910
2149608,100657423
2149608,100658513
2152405,100649791
2152405,100649739
215318,100655704
215318,100657423
21566,100650872
21566,100650718
2157995,100650872
2157995,100650718
2159371,100646808
2159371,100647737
2159958,100650872
2159958,100650718
2159965,100646808
2159965,100647737
216068,100650872
216068,100651048
2160814,100646808
2160814,100647737
2164974,100646808
2164974,100647737
2165035,100655208
2165035,100654615
2166912,100652367
2166912,100652447
2172855,100652367
2172855,100652447
2174143,100646808
2174143,100647737
2174540,100650872
2174540,100650718
2174587,100650872
2174587,100650718
2179264,100655704
2179264,100656910
217978,100657423
217978,100657878
218138,100646808
218138,100647737
2182786,100647737
2182786,100646919
2184667,100649791
2184667,100649739
21850,100655208
21850,100654615
218506,100646808
218506,100647737
2185529,100657423
2185529,100657878
218848,100646808
218848,100647737
2189273,100657878
2189273,100659144
218970,100657423
218970,100656910
2190607,100657878
2190607,100658513
2191691,100655208
2191691,100654615
2192153,100649791
2192153,100648778
2193421,100652367
2193421,100652447
2195427,100657423
2195427,100656910
2200716,100652367
2200716,100652447
2201714,100649791
2201714,100649739
2206231,100652367
2206231,100652447
2207940,100649791
2207940,100649739
2210011,100657423
2210011,100657878
2210077,100655208
2210077,100655704
2210589,100652367
2210589,100652447
2213215,100649791
2213215,100649739
2213752,100654615
2213752,100654294
22150,100644693
22150,100645330
2215916,100652367
2215916,100652447
221630,100655704
221630,100657423
222236,100657878
222236,100658513
2223093,100650872
2223093,100650718
222508,100657878
222508,100658513
2225332,100648778
2225332,100647737
222630,100655208
222630,100654615
2227767,100650872
2227767,100650718
222803,100655208
222803,100655704
2229696,100650872
2229696,100650718
223743,100657423
223743,100656910
2239605,100649791
2239605,100649739
2240163,100648778
2240163,100647737
224129,100652367
224129,100652447
2244134,100649791
2244134,100649739
2247845,100649791
2247845,100649739
2250284,100650872
2250284,100650718
2254146,100650872
2254146,100650718
22545,100650872
22545,100650718
2254752,100650872
2254752,100650718
2255693,100646808
2255693,100647737
225680,100646808
225680,100647737
2259920,100655704
2259920,100656910
2260086,100648778
2260086,100647737
2260887,100657423
2260887,100656910
2260926,100649791
2260926,100649739
2261030,100655208
2261030,100654615
2261044,100652367
2261044,100652447
2263950,100649791
2263950,100649739
2266059,100657423
2266059,100656910
2266443,100648778
2266443,100647737
2268063,100650872
2268063,100651048
2269000,100655704
2269000,100656910
2269099,100655704
2269099,100656910
2273628,100650872
2273628,100650718
2274920,100646808
2274920,100647737
2279930,100657423
2279930,100656910
2280451,100646808
2280451,100647737
2283446,100657423
2283446,100658513
2283556,100648778
2283556,100647737
2283779,100649791
2283779,100649739
2284262,100654615
2284262,100654294
2284739,100657423
2284739,100656910
2285755,100649791
2285755,100649739
2289125,100657423
2289125,100657878
2291153,100646808
2291153,100647737
2293283,100655704
2293283,100657423
2294216,100655704
2294216,100657423
2294826,100649791
2294826,100649739
2296297,100650872
2296297,100650718
2296385,100646808
2296385,100647737
2296452,100652367
2296452,100652447
2297346,100649791
2297346,100649739
2297536,100657878
2297536,100658513
2298862,100655208
2298862,100654615
2299207,100655704
2299207,100657423
229974,100652367
229974,100652447
2299986,100655704
2299986,100656910
2300350,100649791
2300350,100649739
230037,100654615
230037,100654294
2301587,100652727
2301587,100654615
2302809,100655704
2302809,100657423
23035,100644693
23035,100645330
2304973,100649791
2304973,100648778
2306935,100652367
2306935,100652447
2307055,100649791
2307055,100649739
2310716,100652367
2310716,100652447
231113,100657423
231113,100657878
2313300,100652367
2313300,100651048
2313320,100655208
2313320,100654615
2313411,100650872
2313411,100650718
2314121,100649791
2314121,100649739
2314482,100649791
2314482,100649739
231780,100657878
231780,100658513
2322728,100649791
2322728,100649739
2322731,100652367
2322731,100652447
2326409,100649791
2326409,100648778
2327784,100649791
2327784,100649739
2328020,100650872
2328020,100650718
2330781,100649791
2330781,100649739
233134,100649791
233134,100649739
2332488,100649791
2332488,100649739
2334221,100655704
2334221,100657423
2335722,100655704
2335722,100656910
2336537,100650872
2336537,100650718
2339519,100654615
2339519,100654294
234112,100655208
234112,100655704
2341653,100652367
2341653,100652447
2341988,100650872
2341988,100650718
2342628,100652367
2342628,100651048
2343056,100655704
2343056,100657423
2348804,100646808
2348804,100647737
2348983,100655208
2348983,100655704
234930,100648778
234930,100649085
23498,100647737
23498,100646919
2354500,100657878
2354500,100658513
235453,100655704
235453,100657423
2355934,100649791
2355934,100649739
2358329,100650872
2358329,100651048
2360662,100655704
2360662,100657423
2361148,100650872
2361148,100650718
2363546,100654615
2363546,100654294
23648,100649791
23648,100650872
2364961,100649791
2364961,100648778
2369258,100652367
2369258,100652447
2370487,100650872
2370487,100650718
2370784,100648778
2370784,100649085
2374076,100655704
2374076,100656910
23788,100644693
23788,100645330
2378885,100652367
2378885,100652447
2379359,100655704
2379359,100657423
2379988,100649791
2379988,100648778
2380627,100655704
2380627,100657423
23808,100649791
23808,100648778
2380887,100657423
2380887,100656910
2383239,100650872
2383239,100651048
2384273,100649791
2384273,100649739
2385423,100649791
2385423,100648778
2388987,100649791
2388987,100649739
2391781,100649791
2391781,100648778
2394623,100649791
2394623,100649739
239754,100657423
239754,100656910
2400316,100649791
2400316,100648778
2400793,100657423
2400793,100656910
2400811,100655704
2400811,100657423
2402940,100649791
2402940,100649739
2403090,100649791
2403090,100649739
2403525,100652367
2403525,100651048
2404247,100649791
2404247,100648778
240686,100657423
240686,100656910
2413150,100649791
2413150,100649739
2414553,100652367
2414553,100652447
2414650,100649791
2414650,100649739
241619,100655208
241619,100655704
2418357,100655208
2418357,100654615
2419551,100650872
2419551,100650718
2421860,100657878
2421860,100658513
2423542,100650872
2423542,100651048
2424469,100650872
2424469,100650718
2427460,100650872
2427460,100650718
2428056,100649791
2428056,100649739
2429150,100650872
2429150,100650718
2432375,100654615
2432375,100654294
2433697,100648778
2433697,100647737
2433998,100652367
2433998,100652447
2437156,100655208
2437156,100655704
24378,100655704
24378,100657423
2438276,100649791
2438276,100649739
2438449,100655704
2438449,100657423
2439352,100650872
2439352,100650718
2440503,100655208
2440503,100654615
244286,100649791
244286,100649739
244385,100657878
244385,100658513
2445650,100648778
2445650,100649739
2453287,100655704
2453287,100657423
2454399,100652367
2454399,100652447
24548,100657878
24548,100658513
245644,100657423
245644,100656910
2458058,100646808
2458058,100647737
245855,100655704
245855,100656910
2459224,100655704
2459224,100656910
246070,100655208
246070,100654615
246438,100652367
246438,100652447
24651,100657878
24651,100658513
2465852,100657423
2465852,100656910
2470862,100649791
2470862,100649739
2472360,100648778
2472360,100647737
247265,100654615
247265,100654294
2476361,100649791
2476361,100649739
2477692,100657423
2477692,100658513
24779,100644693
24779,100645330
2479029,100649791
2479029,100649739
248022,100657423
248022,100656910
24837,100655208
24837,100654615
2484065,100652727
2484065,100654615
24860,100645330
24860,100645816
2486566,100655208
2486566,100654615
248672,100650872
248672,100650718
2486828,100652367
2486828,100651048
248683,100646808
248683,100646919
2488612,100649791
2488612,100649739
249561,100650872
249561,100650718
2495901,100650872
2495901,100650718
249615,100646808
249615,100646919
2497356,100655208
2497356,100654615
2498245,100649791
2498245,100649739
249923,100657878
249923,100658513
2500754,100649791
2500754,100649739
2506409,100649791
2506409,100649739
2507250,100649791
2507250,100649739
2508465,100650872
2508465,100651048
250949,100655704
250949,100657423
2512326,100646808
2512326,100647737
251240,100646808
251240,100646919
251252,100646808
251252,100646919
251281,100650872
251281,100650718
2514868,100657423
2514868,100656910
2514904,100649791
2514904,100649739
2515996,100652367
2515996,100652447
2516634,100648778
2516634,100647737
2518111,100650872
2518111,100650718
2519369,100657878
2519369,100658513
2519656,100648778
2519656,100647737
251977,100655704
251977,100656910
2522389,100654615
2522389,100654294
2523343,100654615
2523343,100654294
2525093,100657878
2525093,100658513
252643,100646808
252643,100646919
252733,100655208
252733,100655704
252903,100646808
252903,100646919
253213,100646808
253213,100646919
2536509,100650872
2536509,100650718
253769,100646808
253769,100646919
253808,100647737
253808,100646919
25414,100652367
25414,100652447
254190,100657423
254190,100656910
254264,100646808
254264,100645330
254378,100646808
254378,100646919
254400,100646808
254400,100646919
254427,100646808
254427,100646919
2544509,100650872
2544509,100650718
2544558,100650872
2544558,100650718
2546162,100655208
2546162,100655704
2548052,100649791
2548052,100649739
2549274,100649791
2549274,100649739
2549604,100650872
2549604,100650718
255030,100650872
255030,100650718
255200,100646808
255200,100646919
255203,100649791
255203,100649739
2552517,100655208
2552517,100654615
2554801,100655208
2554801,100654615
255559,100646808
255559,100646919
2558528,100655704
2558528,100656910
25599,100645330
25599,100645816
2560169,100652367
2560169,100652447
25610,100655704
25610,100656910
2561233,100657423
2561233,100656910
2563723,100648778
2563723,100647737
2564579,100652367
2564579,100652447
2565851,100652367
2565851,100652447
256696,100646808
256696,100646919
2568073,100646808
2568073,100647737
256928,100646808
256928,100645330
2569471,100652367
2569471,100652447
257046,100652367
257046,100652447
2570868,100652367
2570868,100652447
257278,100646808
257278,100646919
2573201,100655704
2573201,100657423
2573343,100655208
2573343,100654615
2575565,100657878
2575565,100658513
2577034,100650872
2577034,100651048
2580111,100650872
2580111,100650718
2580582,100650872
2580582,100650718
258118,100652367
258118,100652447
2584060,100657878
2584060,100659144
2584902,100649791
2584902,100649739
258498,100657878
258498,100659144
258634,100649791
258634,100649739
2588014,100657423
2588014,100656910
2589000,100650872
2589000,100650718
259071,100657878
259071,100658513
2592742,100655704
2592742,100657423
2594676,100655208
2594676,100654615
2596643,100652367
2596643,100652447
2596889,100652367
2596889,100652447
259694,100655208
259694,100654615
2597542,100649791
2597542,100649739
259828,100646808
259828,100646919
2599671,100650872
2599671,100650718
2599754,100657878
2599754,100658513
2601346,100655704
2601346,100657423
260327,100646808
260327,100646919
2605830,100655208
2605830,100655704
2606,100649791
2606,100648778
260970,100646808
260970,100645330
2616433,100652367
2616433,100652447
2616712,100648778
2616712,100647737
2617292,100657423
2617292,100656910
261758,100646808
261758,100646919
262004,100649791
262004,100648778
2621563,100646808
2621563,100647737
2623071,100649791
2623071,100648778
2626046,100648778
2626046,100649739
262679,100657878
262679,100658527
262754,100646808
262754,100646919
2629449,100655208
2629449,100655704
2630454,100649791
2630454,100649739
2632227,100657878
2632227,100658513
2633688,100648778
2633688,100649085
263447,100645330
263447,100646695
2634734,100649791
2634734,100649739
263545,100657878
263545,100658513
2637208,100655704
2637208,100657423
2639073,100652367
2639073,100652447
2639960,100649791
2639960,100648778
2639999,100652367
2639999,100652447
2640,100650872
2640,100650718
264045,100646808
264045,100646919
2640761,100649791
2640761,100649739
264260,100655704
264260,100657423
2642781,100648778
2642781,100647737
2643161,100655208
2643161,100654615
26442,100657423
26442,100656910
2645258,100649791
2645258,100649739
26495,100652367
26495,100652447
2652603,100646808
2652603,100647737
2652867,100646808
2652867,100647737
2653605,100646808
2653605,100647737
265403,100646808
265403,100646919
2654110,100646808
2654110,100647737
2654493,100648778
2654493,100647737
2654566,100649791
2654566,100648778
2654684,100652367
2654684,100652447
2654703,100646808
2654703,100647737
2655188,100646808
2655188,100647737
2655194,100648778
2655194,100649085
2655423,100646808
2655423,100647737
2655760,100646808
2655760,100647737
2656238,100652727
2656238,100654615
2656363,100646808
2656363,100647737
2656588,100646808
2656588,100647737
2656678,100650872
2656678,100650718
2656818,100646808
2656818,100647737
2656927,100646808
2656927,100647737
2657322,100646808
2657322,100647737
2657447,100646808
2657447,100647737
2657703,100646808
2657703,100647737
265805,100655208
265805,100655704
2658104,100646808
2658104,100647737
2658406,100646808
2658406,100647737
2658692,100655208
2658692,100654615
2659105,100647737
2659105,100646919
2659114,100646808
2659114,100647737
2659347,100646808
2659347,100647737
2659454,100646808
2659454,100647737
2659467,100655704
2659467,100656910
2659677,100646808
2659677,100647737
2660117,100648778
2660117,100647737
2660153,100655208
2660153,100654615
2660164,100655208
2660164,100654615
2660265,100646808
2660265,100647737
2660360,100652367
2660360,100652447
2660496,100650872
2660496,100650718
2660525,100646808
2660525,100647737
2660700,100646808
2660700,100647737
2660828,100646808
2660828,100647737
2661677,100655208
2661677,100654615
2661711,100646808
2661711,100647737
2661744,100646808
2661744,100647737
2662059,100646808
2662059,100647737
2662246,100646808
2662246,100647737
2662749,100646808
2662749,100647737
2662870,100649791
2662870,100648778
2662922,100654615
2662922,100654294
2662998,100646808
2662998,100647737
2663054,100646808
2663054,100647737
2663432,100646808
2663432,100647737
2663559,100646808
2663559,100647737
266356,100655208
266356,100654615
2663564,100646808
2663564,100647737
2664157,100657878
2664157,100658513
2664440,100646808
2664440,100647737
2664479,100646808
2664479,100647737
2664708,100652367
2664708,100652447
2664921,100646808
2664921,100647737
2665024,100646808
2665024,100647737
2665326,100657423
2665326,100656910
2665739,100646808
2665739,100647737
2665907,100649791
2665907,100649739
2666040,100646808
2666040,100647737
2666617,100646808
2666617,100647737
2666638,100646808
2666638,100647737
2666650,100652367
2666650,100652447
2667179,100646808
2667179,100647737
2667190,100646808
2667190,100647737
2667440,100646808
2667440,100647737
2667576,100650872
2667576,100650718
2668641,100649791
2668641,100648778
2668771,100646808
2668771,100647737
2668945,100646808
2668945,100647737
2669224,100646808
2669224,100647737
2669705,100649791
2669705,100649739
2669860,100646808
2669860,100647737
2669905,100646808
2669905,100647737
2670267,100655208
2670267,100654615
2670317,100646808
2670317,100647737
2670935,100652367
2670935,100652447
2671422,100654615
2671422,100654294
2671651,100646808
2671651,100647737
2671773,100646808
2671773,100647737
2671834,100646808
2671834,100647737
2672543,100646808
2672543,100647737
26726,100652367
26726,100652447
2673082,100646808
2673082,100647737
2673611,100646808
2673611,100647737
2673628,100649791
2673628,100648778
2674573,100652367
2674573,100652447
2675071,100652367
2675071,100652447
2675537,100646808
2675537,100647737
2675669,100648778
2675669,100647737
2675718,100652367
2675718,100652447
2675975,100646808
2675975,100647737
2676049,100646808
2676049,100647737
2676146,100646808
2676146,100647737
2676389,100646808
2676389,100647737
2676480,100646808
2676480,100647737
2676815,100652367
2676815,100652447
2677429,100648778
2677429,100647737
2677529,100649791
2677529,100648778
2677622,100649791
2677622,100649739
2677999,100650872
2677999,100650718
2678227,100646808
2678227,100647737
2679344,100646808
2679344,100647737
2679561,100646808
2679561,100647737
2679682,100646808
2679682,100647737
2680012,100655208
2680012,100654615
2680398,100646808
2680398,100647737
2681058,100646808
2681058,100647737
2681520,100646808
2681520,100647737
2681524,100646808
2681524,100647737
2681622,100646808
2681622,100647737
2682140,100646808
2682140,100647737
268225,100655208
268225,100654615
2682526,100646808
2682526,100647737
2682673,100650872
2682673,100650718
2682874,100646808
2682874,100647737
2683803,100646808
2683803,100647737
2683925,100648778
2683925,100647737
2684196,100652367
2684196,100652447
268429,100657423
268429,100656910
2685105,100646808
2685105,100647737
2685789,100654615
2685789,100654294
2686766,100646808
2686766,100647737
2687128,100657878
2687128,100658513
2687192,100646808
2687192,100647737
2687497,100646808
2687497,100647737
268795,100646808
268795,100646919
268884,100646808
268884,100646919
2689158,100646808
2689158,100647737
2689375,100646808
2689375,100647737
2689553,100646808
2689553,100647737
2689789,100646808
2689789,100647737
2689856,100649791
2689856,100648778
2690013,100646808
2690013,100647737
2690207,100646808
2690207,100647737
2690281,100657423
2690281,100656910
2690354,100646808
2690354,100647737
2690941,100646808
2690941,100647737
269129,100646808
269129,100646919
2691360,100646808
2691360,100647737
2692246,100646808
2692246,100647737
2692454,100646808
2692454,100647737
269248,100646808
269248,100646919
2692699,100646808
2692699,100647737
2692837,100646808
2692837,100647737
2693257,100646808
2693257,100647737
2693379,100646808
2693379,100647737
2694382,100646808
2694382,100647737
26947,100657878
26947,100658513
2695089,100652447
2695089,100652727
2695374,100648778
2695374,100647737
269566,100646808
269566,100647737
2695922,100649791
2695922,100649739
2695971,100646808
2695971,100647737
2696241,100646808
2696241,100647737
2696280,100646808
2696280,100647737
2696601,100649791
2696601,100648778
2696830,100652367
2696830,100652447
26970,100646695
26970,100645816
2697397,100646808
2697397,100647737
2697699,100652727
2697699,100654615
2697704,100654615
2697704,100654294
269809,100652367
269809,100652447
2698537,100649791
2698537,100649739
2698781,100646808
2698781,100647737
2699356,100652367
2699356,100652447
2699370,100646808
2699370,100647737
2699508,100649791
2699508,100648778
2699604,100646808
2699604,100647737
2699687,100650872
2699687,100651048
270063,100655208
270063,100655704
2701004,100646808
2701004,100647737
2701340,100655208
2701340,100654615
2701494,100654615
2701494,100654294
2701887,100646808
2701887,100647737
270199,100646808
270199,100646919
2702043,100646808
2702043,100647737
2702100,100652367
2702100,100652447
270247,100650872
270247,100650718
2702728,100646808
2702728,100647737
2703203,100646808
2703203,100647737
2703645,100646808
2703645,100647737
2704561,100646808
2704561,100647737
2704585,100646808
2704585,100647737
2704674,100646808
2704674,100647737
2704718,100648778
2704718,100647737
2704889,100646808
2704889,100647737
2705704,100646808
2705704,100647737
2706627,100657878
2706627,100658513
2706956,100652367
2706956,100652447
2707220,100646808
2707220,100647737
270809,100649791
270809,100649739
2708550,100646808
2708550,100647737
2708846,100646808
2708846,100647737
2709106,100646808
2709106,100647737
2709152,100646808
2709152,100647737
2709462,100646808
2709462,100647737
2709485,100646808
2709485,100647737
2709623,100646808
2709623,100647737
2709955,100655208
2709955,100654615
2710149,100649791
2710149,100649739
2710378,100654615
2710378,100654294
2710654,100646808
2710654,100647737
2710763,100646808
2710763,100647737
2711241,100648778
2711241,100647737
271137,100645330
271137,100646695
2711558,100646808
2711558,100647737
2711921,100646808
2711921,100647737
2712310,100646808
2712310,100647737
2712947,100646808
2712947,100647737
2713445,100646808
2713445,100647737
2713565,100646808
2713565,100647737
2714766,100646808
2714766,100647737
2715003,100655208
2715003,100655704
2715021,100646808
2715021,100647737
2715321,100649791
2715321,100648778
2715520,100646808
2715520,100647737
2715620,100649791
2715620,100648778
2715701,100655208
2715701,100654615
2715791,100646808
2715791,100647737
2716043,100648778
2716043,100647737
27164,100645330
27164,100646695
2716558,100646808
2716558,100647737
271665,100655208
271665,100655704
2716989,100652367
2716989,100652447
2717307,100652367
2717307,100652447
2717468,100646808
2717468,100647737
2717771,100646808
2717771,100647737
2718221,100649791
2718221,100648778
271825,100646808
271825,100646919
2718337,100657423
2718337,100656910
2718901,100646808
2718901,100647737
271925,100649791
271925,100650872
2719372,100646808
2719372,100647737
2719531,100646808
2719531,100647737
2720235,100652367
2720235,100652447
2720256,100646808
2720256,100647737
2720742,100646808
2720742,100647737
2720933,100648778
2720933,100647737
272114,100657423
272114,100656910
272119,100646808
272119,100646919
2721399,100648778
2721399,100649739
2721631,100646808
2721631,100647737
2722330,100657878
2722330,100658513
2722463,100649791
2722463,100648778
2722703,100649791
2722703,100648778
2723459,100646808
2723459,100647737
2723480,100646808
2723480,100647737
2723711,100646808
2723711,100647737
2723769,100646808
2723769,100647737
2723916,100646808
2723916,100647737
2724140,100646808
2724140,100647737
272419,100652367
272419,100652447
2724296,100652367
2724296,100652447
2724481,100646808
2724481,100647737
2724869,100657423
2724869,100657878
2725354,100646808
2725354,100647737
2725731,100657423
2725731,100658513
2725970,100646808
2725970,100647737
2726000,100655208
2726000,100654615
2726001,100646808
2726001,100647737
2726461,100646808
2726461,100647737
2727045,100646808
2727045,100647737
2727185,100646808
2727185,100647737
2727211,100646808
2727211,100647737
2727380,100646808
2727380,100647737
2727642,100646808
2727642,100647737
2727778,100649791
2727778,100648778
2728329,100646808
2728329,100647737
2728454,100646808
2728454,100647737
2728693,100646808
2728693,100647737
2728720,100649791
2728720,100648778
2729007,100648778
2729007,100647737
272956,100657878
272956,100658513
2730450,100646808
2730450,100647737
2730608,100652367
2730608,100652447
2731899,100655208
2731899,100654615
2732946,100646808
2732946,100647737
27337,100657878
27337,100658513
2733774,100646808
2733774,100647737
2733788,100646808
2733788,100647737
273403,100646808
273403,100646919
27341,100645330
27341,100645816
273424,100646808
273424,100646919
2734503,100646808
2734503,100647737
2734695,100655208
2734695,100654615
2734798,100652367
2734798,100652447
2734903,100649791
2734903,100648778
2735292,100655704
2735292,100657423
273559,100655208
273559,100655704
2735643,100646808
2735643,100647737
2735817,100646808
2735817,100647737
2736048,100646808
2736048,100647737
2736124,100650872
2736124,100650718
2736276,100646808
2736276,100647737
2736474,100646808
2736474,100647737
2737885,100655208
2737885,100654615
2738187,100652367
2738187,100652447
2738218,100648778
2738218,100647737
2738385,100646808
2738385,100647737
2738582,100652367
2738582,100652447
2738788,100655208
2738788,100654615
2739002,100646808
2739002,100647737
273919,100649791
273919,100648778
2740329,100646808
2740329,100647737
2740741,100648778
2740741,100649085
2740750,100655704
2740750,100656910
2741139,100650872
2741139,100650718
2741637,100650872
2741637,100651048
2742975,100646808
2742975,100647737
2743092,100646808
2743092,100647737
2743197,100652727
2743197,100654615
2743591,100646808
2743591,100647737
2743607,100646808
2743607,100647737
2744134,100652367
2744134,100652447
2744326,100649791
2744326,100649739
2744386,100646808
2744386,100647737
2744679,100649791
2744679,100649739
2745030,100646808
2745030,100647737
2745544,100646808
2745544,100647737
2745761,100654615
2745761,100654294
2746067,100655704
2746067,100656910
2747435,100646808
2747435,100647737
2747838,100646808
2747838,100647737
2747846,100649791
2747846,100649739
274792,100649791
274792,100648778
2748053,100657878
2748053,100658513
2748151,100646808
2748151,100647737
2748668,100646808
2748668,100647737
2748670,100649791
2748670,100648778
2748931,100646808
2748931,100647737
274981,100655208
274981,100655704
2750117,100646808
2750117,100647737
2750118,100654615
2750118,100654294
2750190,100646808
2750190,100647737
275035,100646808
275035,100646919
2751689,100646808
2751689,100647737
2752051,100657423
2752051,100657878
2752090,100652367
2752090,100652447
2752252,100657878
2752252,100658513
2752731,100657423
2752731,100656910
2753165,100657423
2753165,100656910
2753208,100646808
2753208,100647737
275336,100646808
275336,100646919
2753692,100654615
2753692,100654294
2753767,100646808
2753767,100647737
2754014,100646808
2754014,100647737
2754276,100648778
2754276,100647737
2754493,100646808
2754493,100647737
2755410,100646808
2755410,100647737
2755594,100652367
2755594,100652447
2755715,100654615
2755715,100654294
2757110,100648778
2757110,100647737
2757346,100657878
2757346,100658513
2757477,100649791
2757477,100648778
2757654,100649791
2757654,100649739
2757700,100648778
2757700,100649085
2757767,100646808
2757767,100647737
2759033,100655208
2759033,100654615
2759228,100646808
2759228,100647737
275942,100652367
275942,100652447
2759449,100657423
2759449,100656910
2759625,100650872
2759625,100650718
2759831,100646808
2759831,100647737
2760652,100650872
2760652,100650718
276073,100646808
276073,100646919
2760822,100654615
2760822,100654294
2761176,100646808
2761176,100647737
2761227,100650872
2761227,100650718
2761260,100649791
2761260,100649739
2761480,100657423
2761480,100656910
2761535,100646808
2761535,100647737
2762337,100652367
2762337,100652447
2762681,100646808
2762681,100647737
2763350,100649791
2763350,100648778
2763843,100646808
2763843,100647737
2763885,100646808
2763885,100647737
2764027,100646808
2764027,100647737
2764575,100655208
2764575,100654615
2764964,100657423
2764964,100657878
2765003,100655208
2765003,100654615
2765090,100646808
2765090,100647737
2765181,100646808
2765181,100647737
2766131,100652367
2766131,100652447
276666,100646808
276666,100646919
2766709,100646808
2766709,100647737
2766795,100648778
2766795,100647737
2767268,100649791
2767268,100649739
2767676,100646808
2767676,100647737
2767779,100646808
2767779,100647737
2770435,100646808
2770435,100647737
2770766,100646808
2770766,100647737
2770890,100652727
2770890,100654615
2771482,100657878
2771482,100658513
277164,100649791
277164,100648778
2771711,100649791
2771711,100649739
2772476,100646808
2772476,100647737
2773416,100648778
2773416,100649085
2773617,100646808
2773617,100647737
2774029,100654615
2774029,100654294
2774344,100646808
2774344,100647737
2774369,100657878
2774369,100658513
2774657,100646808
2774657,100647737
2775265,100649791
2775265,100649739
2775707,100652367
2775707,100652447
277575,100654615
277575,100654294
2776150,100646808
2776150,100647737
2776580,100646808
2776580,100647737
2776730,100646808
